timestamp,boat_id,team_name,leg_id,leg_mode,speed_knots,vmg,true_wind_speed,true_wind_angle,true_wind_direction,gust_knots,heading,heel_angle,foil_cant,x_position,y_position,maneuver_type,course_side,sea_state
2026-05-20 01:16:30,Boat-1,Apex Wave Racing,1,Upwind,24.435,16.541,14.496,-47.396,218.158,16.122,359.202,15.216,77.486,34.681,220.649,none,port,2.095
2026-05-20 01:16:32,Boat-1,Apex Wave Racing,1,Upwind,25.04,17.494,13.921,-45.682,219.25,15.066,359.181,15.377,74.808,34.452,231.301,none,port,1.978
2026-05-20 01:16:34,Boat-1,Apex Wave Racing,1,Upwind,24.221,17.023,13.896,-45.345,222.361,17.339,359.332,14.277,77.257,34.162,256.978,none,port,2.102
2026-05-20 01:16:36,Boat-1,Apex Wave Racing,1,Upwind,24.749,18.941,14.486,-40.064,221.103,15.395,358.897,15.524,74.589,33.807,286.666,none,port,2.156
2026-05-20 01:16:38,Boat-1,Apex Wave Racing,1,Upwind,25.517,16.833,14.339,-48.724,219.921,17.229,357.102,14.033,77.284,33.382,297.46,none,port,2.329
2026-05-20 01:16:40,Boat-1,Apex Wave Racing,1,Upwind,25.243,17.312,14.405,-46.7,220.511,15.743,357.49,15.213,75.959,32.885,304.863,none,port,2.213
2026-05-20 01:16:42,Boat-1,Apex Wave Racing,1,Upwind,24.806,17.54,13.692,-45.001,220.871,16.165,358.789,16.281,79.074,32.312,321.882,none,port,2.094
2026-05-20 01:16:44,Boat-1,Apex Wave Racing,1,Upwind,25.191,17.331,13.773,-46.53,221.711,15.252,358.315,15.947,77.245,31.659,362.914,none,port,1.765
2026-05-20 01:16:46,Boat-1,Apex Wave Racing,1,Upwind,25.198,16.811,14.653,-48.152,219.437,16.492,355.714,16.364,78.928,30.923,369.116,none,port,2.433
2026-05-20 01:16:48,Boat-1,Apex Wave Racing,1,Upwind,25.199,15.612,14.437,-51.717,219.976,16.136,357.221,15.994,75.51,30.101,383.703,none,port,2.247
2026-05-20 01:16:50,Boat-1,Apex Wave Racing,1,Upwind,25.431,16.955,14.125,-48.187,221.398,14.848,356.49,16.946,76.843,29.19,404.805,none,port,1.842
2026-05-20 01:16:52,Boat-1,Apex Wave Racing,1,Upwind,24.695,15.84,13.598,-50.101,221.019,15.376,357.544,16.854,75.001,28.189,414.869,none,port,1.983
2026-05-20 01:16:54,Boat-1,Apex Wave Racing,1,Upwind,25.363,15.503,14.9,-52.32,221.756,16.048,357.067,16.553,76.161,27.095,453.659,none,port,1.98
2026-05-20 01:16:56,Boat-1,Apex Wave Racing,1,Upwind,25.172,16.463,14.743,-49.155,219.781,16.193,356.13,16.781,76.395,25.905,459.434,none,port,2.234
2026-05-20 01:16:58,Boat-1,Apex Wave Racing,1,Upwind,24.545,15.774,14.511,-50.01,221.638,15.558,356.19,16.673,75.572,24.62,490.244,none,port,2.28
2026-05-20 01:17:00,Boat-1,Apex Wave Racing,1,Upwind,24.896,17.768,14.733,-44.465,222.537,14.946,355.618,15.039,74.773,23.236,499.521,none,port,2.06
2026-05-20 01:17:02,Boat-1,Apex Wave Racing,1,Upwind,26.037,18.601,14.843,-44.406,221.968,14.843,355.437,14.13,74.452,21.753,527.654,none,port,2.292
2026-05-20 01:17:04,Boat-1,Apex Wave Racing,1,Upwind,25.435,16.511,14.591,-49.523,221.683,15.299,354.338,16.304,72.84,20.17,537.931,none,port,2.236
2026-05-20 01:17:06,Boat-1,Apex Wave Racing,1,Upwind,24.75,16.773,14.995,-47.335,221.727,15.824,355.072,16.254,75.082,18.487,560.594,none,port,2.144
2026-05-20 01:17:08,Boat-1,Apex Wave Racing,1,Upwind,24.444,14.79,14.196,-52.768,220.91,15.989,354.078,17.233,77.825,16.703,578.143,none,port,2.04
2026-05-20 01:17:10,Boat-1,Apex Wave Racing,1,Upwind,25.128,16.771,14.451,-48.131,221.732,15.306,353.578,14.836,74.079,14.819,595.96,none,port,2.005
2026-05-20 01:17:12,Boat-1,Apex Wave Racing,1,Upwind,26.021,18.37,15.137,-45.093,223.143,15.602,352.517,14.623,74.574,12.834,612.52,none,port,2.479
2026-05-20 01:17:14,Boat-1,Apex Wave Racing,1,Upwind,25.247,18.27,15.303,-43.645,221.743,16.597,354.913,15.873,79.969,10.749,626.941,none,port,2.418
2026-05-20 01:17:16,Boat-1,Apex Wave Racing,1,Upwind,25.75,16.936,14.724,-48.874,221.072,16.411,352.119,15.76,75.755,8.566,660.467,none,port,2.091
2026-05-20 01:17:18,Boat-1,Apex Wave Racing,1,Upwind,25.156,18.436,14.183,-42.874,221.538,17.105,348.83,13.466,77.302,6.284,659.198,none,port,2.216
2026-05-20 01:17:20,Boat-1,Apex Wave Racing,1,Upwind,25.324,15.729,14.818,-51.603,222.24,15.22,353.627,16.425,77.944,3.906,684.064,none,port,2.255
2026-05-20 01:17:22,Boat-1,Apex Wave Racing,1,Upwind,24.552,15.553,15.158,-50.692,221.55,16.101,352.779,14.125,78.029,1.434,702.625,none,port,2.325
2026-05-20 01:17:24,Boat-1,Apex Wave Racing,1,Upwind,25.513,18.341,15.086,-44.037,222.612,16.946,351.235,14.5,74.305,-1.132,723.825,none,port,2.112
2026-05-20 01:17:26,Boat-1,Apex Wave Racing,1,Upwind,24.93,18.881,15.258,-40.768,222.781,16.573,351.552,16.538,76.527,-3.788,736.489,none,port,2.352
2026-05-20 01:17:28,Boat-1,Apex Wave Racing,1,Upwind,25.264,17.935,14.657,-44.772,223.288,16.358,351.825,17.337,74.082,-6.532,760.186,none,port,2.257
2026-05-20 01:17:30,Boat-1,Apex Wave Racing,1,Upwind,24.504,16.84,14.974,-46.587,223.834,16.064,346.38,14.455,81.048,-9.361,775.289,none,port,2.259
2026-05-20 01:17:32,Boat-1,Apex Wave Racing,1,Upwind,24.802,14.608,14.85,-53.914,223.427,16.853,351.22,15.957,74.179,-12.274,783.884,none,port,2.356
2026-05-20 01:17:34,Boat-1,Apex Wave Racing,1,Upwind,24.772,14.795,15.17,-53.326,221.355,16.927,351.459,16.342,75.196,-15.265,813.512,none,port,2.415
2026-05-20 01:17:36,Boat-1,Apex Wave Racing,1,Upwind,24.098,16.737,14.524,-46.01,221.451,15.337,345.93,17.604,75.182,-18.333,824.229,none,port,2.071
2026-05-20 01:17:38,Boat-1,Apex Wave Racing,1,Upwind,24.068,16.208,15.167,-47.667,222.501,16.742,352.08,15.638,74.617,-21.473,838.279,none,port,2.266
2026-05-20 01:17:40,Boat-1,Apex Wave Racing,1,Upwind,23.002,14.721,14.509,-50.21,222.149,15.407,352.966,16.111,79.527,-24.681,869.866,none,port,2.242
2026-05-20 01:17:42,Boat-1,Apex Wave Racing,1,Upwind,21.896,15.148,13.779,-46.227,221.508,15.433,350.552,18.142,81.447,-27.954,890.81,none,port,2.28
2026-05-20 01:17:44,Boat-1,Apex Wave Racing,1,Upwind,22.384,15.405,15.078,-46.512,222.315,17.186,349.843,16.602,76.949,-31.288,909.569,none,port,2.398
2026-05-20 01:17:46,Boat-1,Apex Wave Racing,1,Upwind,21.546,18.282,15.91,-31.95,222.346,16.538,340.929,16.87,75.857,-34.678,928.34,none,port,2.497
2026-05-20 01:17:48,Boat-1,Apex Wave Racing,1,Upwind,20.01,19.243,15.344,-15.91,222.236,16.918,343.555,13.629,74.37,-38.119,929.329,none,port,2.47
2026-05-20 01:17:50,Boat-1,Apex Wave Racing,1,Upwind,20.241,20.239,14.888,0.63,222.484,16.116,352.944,13.801,77.747,-41.607,951.817,tack,starboard,2.455
2026-05-20 01:17:52,Boat-1,Apex Wave Racing,1,Upwind,20.009,19.135,15.888,16.99,224.119,15.888,347.085,13.533,77.717,-46.08,993.647,none,starboard,2.616
2026-05-20 01:17:54,Boat-1,Apex Wave Racing,1,Upwind,20.125,16.653,15.342,34.162,223.015,15.665,341.741,15.27,76.909,-50.589,990.989,none,starboard,2.343
2026-05-20 01:17:56,Boat-1,Apex Wave Racing,1,Upwind,21.719,14.501,15.117,48.115,225.467,15.534,347.01,17.944,78.14,-55.131,1021.083,none,starboard,2.382
2026-05-20 01:17:58,Boat-1,Apex Wave Racing,1,Upwind,21.064,13.602,14.601,49.777,222.931,16.337,344.6,16.827,78.124,-59.701,1030.486,none,starboard,2.288
2026-05-20 01:18:00,Boat-1,Apex Wave Racing,1,Upwind,23.01,18.405,15.18,36.881,222.631,16.029,346.163,15.202,77.877,-64.292,1054.339,none,starboard,2.522
2026-05-20 01:18:02,Boat-1,Apex Wave Racing,1,Upwind,22.948,16.177,15.168,45.174,222.878,16.428,347.117,15.182,76.624,-68.9,1067.836,none,starboard,2.291
2026-05-20 01:18:04,Boat-1,Apex Wave Racing,1,Upwind,23.243,16.391,15.051,45.155,223.297,15.051,347.688,15.534,75.157,-73.52,1094.687,none,starboard,2.104
2026-05-20 01:18:06,Boat-1,Apex Wave Racing,1,Upwind,23.723,16.872,15.211,44.665,223.317,15.848,342.807,15.908,78.115,-78.147,1110.201,none,starboard,2.374
2026-05-20 01:18:08,Boat-1,Apex Wave Racing,1,Upwind,23.879,18.274,15.292,40.068,225.106,15.929,342.116,16.162,76.978,-82.774,1124.593,none,starboard,2.186
2026-05-20 01:18:10,Boat-1,Apex Wave Racing,1,Upwind,23.43,16.923,16.075,43.755,221.936,17.469,347.594,12.819,78.565,-87.397,1138.867,none,starboard,2.454
2026-05-20 01:18:12,Boat-1,Apex Wave Racing,1,Upwind,23.874,14.729,15.19,51.907,223.904,16.553,345.584,15.251,78.256,-92.01,1166.58,none,starboard,2.297
2026-05-20 01:18:14,Boat-1,Apex Wave Racing,1,Upwind,23.594,17.622,15.377,41.678,223.296,16.114,346.455,15.418,74.52,-96.609,1174.704,none,starboard,2.27
2026-05-20 01:18:16,Boat-1,Apex Wave Racing,1,Upwind,22.878,15.424,15.211,47.609,221.456,16.91,351.861,15.632,74.473,-101.187,1204.673,none,starboard,2.376
2026-05-20 01:18:18,Boat-1,Apex Wave Racing,1,Upwind,23.16,16.063,14.599,46.086,224.011,15.174,348.197,16.012,75.534,-105.74,1238.553,none,starboard,2.373
2026-05-20 01:18:20,Boat-1,Apex Wave Racing,1,Upwind,23.804,15.045,14.623,50.799,224.522,16.394,339.119,16.253,75.027,-110.263,1248.107,none,starboard,2.457
2026-05-20 01:18:22,Boat-1,Apex Wave Racing,1,Upwind,23.875,16.982,14.606,44.661,222.307,17.677,341.643,15.189,78.104,-114.75,1262.171,none,starboard,2.54
2026-05-20 01:18:24,Boat-1,Apex Wave Racing,1,Upwind,23.562,15.562,15.333,48.665,223.236,16.189,334.286,15.288,77.526,-119.197,1275.031,none,starboard,2.362
2026-05-20 01:18:26,Boat-1,Apex Wave Racing,1,Upwind,22.578,15.653,15.033,46.109,221.213,16.284,342.822,15.365,78.752,-123.599,1280.546,none,starboard,2.31
2026-05-20 01:18:28,Boat-1,Apex Wave Racing,1,Upwind,23.248,15.731,14.887,47.416,221.608,16.777,351.732,16.863,77.536,-127.951,1303.349,none,starboard,2.225
2026-05-20 01:18:30,Boat-1,Apex Wave Racing,1,Upwind,23.619,18.119,15.958,39.905,224.052,17.182,348.155,14.382,77.377,-132.249,1340.072,none,starboard,2.321
2026-05-20 01:18:32,Boat-1,Apex Wave Racing,1,Upwind,23.317,17.938,15.123,39.71,222.462,15.568,339.986,15.035,78.937,-136.487,1344.052,none,starboard,2.459
2026-05-20 01:18:34,Boat-1,Apex Wave Racing,1,Upwind,23.196,16.028,14.682,46.292,221.787,15.338,348.669,15.808,77.63,-140.663,1363.172,none,starboard,2.12
2026-05-20 01:18:36,Boat-1,Apex Wave Racing,1,Upwind,23.129,15.999,15.359,46.232,223.356,16.617,346.69,17.18,77.049,-144.772,1385.395,none,starboard,2.268
2026-05-20 01:18:38,Boat-1,Apex Wave Racing,1,Upwind,22.931,15.427,15.501,47.72,222.492,16.887,344.849,15.439,79.471,-148.809,1397.608,none,starboard,2.494
2026-05-20 01:18:40,Boat-1,Apex Wave Racing,1,Upwind,22.711,16.694,15.725,42.69,222.581,17.934,349.9,16.295,77.183,-152.772,1414.942,none,starboard,2.504
2026-05-20 01:18:42,Boat-1,Apex Wave Racing,1,Upwind,22.004,14.846,15.317,47.568,223.999,16.725,348.937,16.959,76.409,-156.657,1441.663,none,starboard,2.384
2026-05-20 01:18:44,Boat-1,Apex Wave Racing,1,Upwind,23.085,15.482,15.733,47.883,221.883,15.825,346.827,15.688,75.565,-160.461,1454.263,none,starboard,2.388
2026-05-20 01:18:46,Boat-1,Apex Wave Racing,1,Upwind,22.796,16.638,14.911,43.123,222.23,15.717,348.98,15.161,78.061,-164.18,1473.804,none,starboard,2.445
2026-05-20 01:18:48,Boat-1,Apex Wave Racing,1,Upwind,23.089,15.366,15.515,48.28,223.326,15.613,351.101,15.455,79.059,-167.812,1492.011,none,starboard,2.181
2026-05-20 01:18:50,Boat-1,Apex Wave Racing,1,Upwind,22.22,15.273,15.508,46.578,224.189,16.511,350.279,15.392,76.869,-171.354,1519.623,none,starboard,2.258
2026-05-20 01:18:52,Boat-1,Apex Wave Racing,1,Upwind,23.169,14.32,15.794,51.826,224.448,16.736,348.016,16.922,79.221,-174.805,1532.829,none,starboard,2.513
2026-05-20 01:18:54,Boat-1,Apex Wave Racing,1,Upwind,23.809,17.111,15.85,44.056,222.218,16.89,351.207,15.677,73.657,-178.161,1551.691,none,starboard,2.537
2026-05-20 01:18:56,Boat-1,Apex Wave Racing,1,Upwind,22.903,17.583,15.797,39.851,224.047,17.963,350.211,15.345,76.904,-181.422,1575.607,none,starboard,2.302
2026-05-20 01:18:58,Boat-1,Apex Wave Racing,1,Upwind,22.705,16.333,15.235,43.998,222.103,17.092,348.586,14.316,76.846,-184.585,1588.922,none,starboard,2.202
2026-05-20 01:19:00,Boat-1,Apex Wave Racing,1,Upwind,22.826,17.101,15.029,41.48,224.982,16.502,351.686,14.272,75.647,-187.649,1606.456,none,starboard,2.228
2026-05-20 01:19:02,Boat-1,Apex Wave Racing,1,Upwind,23.701,15.447,15.409,49.327,221.789,15.77,352.384,18.011,80.993,-190.615,1630.184,none,starboard,2.35
2026-05-20 01:19:04,Boat-1,Apex Wave Racing,1,Upwind,22.317,15.601,15.328,45.647,224.555,16.799,350.218,15.395,76.816,-193.48,1650.056,none,starboard,2.517
2026-05-20 01:19:06,Boat-1,Apex Wave Racing,1,Upwind,22.89,14.818,15.352,49.657,222.455,17.378,350.621,15.119,76.238,-196.244,1662.836,none,starboard,2.31
2026-05-20 01:19:08,Boat-1,Apex Wave Racing,1,Upwind,22.397,15.211,15.104,47.224,225.383,17.413,350.872,17.131,76.939,-198.908,1682.917,none,starboard,2.283
2026-05-20 01:19:10,Boat-1,Apex Wave Racing,1,Upwind,22.779,16.434,16.128,43.824,223.77,17.743,350.608,15.709,73.643,-201.471,1695.368,none,starboard,2.391
2026-05-20 01:19:12,Boat-1,Apex Wave Racing,1,Upwind,22.822,15.824,15.271,46.104,221.993,16.322,354.238,16.188,75.628,-203.934,1713.303,none,starboard,2.105
2026-05-20 01:19:14,Boat-1,Apex Wave Racing,1,Upwind,23.569,14.751,15.64,51.253,222.335,17.786,354.268,15.884,78.646,-206.297,1743.199,none,starboard,2.505
2026-05-20 01:19:16,Boat-1,Apex Wave Racing,1,Upwind,23.781,14.991,15.538,50.921,223.595,15.814,352.736,15.676,75.89,-208.563,1759.417,none,starboard,2.412
2026-05-20 01:19:18,Boat-1,Apex Wave Racing,1,Upwind,23.177,14.54,15.407,51.146,223.734,16.538,353.25,15.844,75.531,-210.731,1777.977,none,starboard,2.455
2026-05-20 01:19:20,Boat-1,Apex Wave Racing,1,Upwind,22.805,16.187,15.241,44.779,222.377,15.948,353.227,14.121,79.141,-212.803,1795.243,none,starboard,2.362
2026-05-20 01:19:22,Boat-1,Apex Wave Racing,1,Upwind,24.193,18.686,15.472,39.433,222.549,16.148,354.464,14.988,79.228,-214.782,1812.088,none,starboard,2.523
2026-05-20 01:19:24,Boat-1,Apex Wave Racing,1,Upwind,22.846,17.026,15.146,41.818,223.223,17.029,355.125,15.563,77.78,-216.668,1835.127,none,starboard,2.39
2026-05-20 01:19:26,Boat-1,Apex Wave Racing,1,Upwind,22.967,13.855,15.722,52.896,222.485,16.45,354.791,18.004,76.213,-218.466,1855.285,none,starboard,2.145
2026-05-20 01:19:28,Boat-1,Apex Wave Racing,1,Upwind,22.556,16.863,16.054,41.618,221.068,17.988,353.594,15.337,76.63,-220.176,1873.605,none,starboard,2.473
2026-05-20 01:19:30,Boat-1,Apex Wave Racing,1,Upwind,23.888,17.395,15.437,43.266,221.549,16.097,355.5,13.049,75.577,-221.803,1885.009,none,starboard,2.279
2026-05-20 01:19:32,Boat-1,Apex Wave Racing,1,Upwind,23.627,14.642,14.918,51.704,222.784,15.86,355.613,15.964,75.175,-223.349,1913.911,none,starboard,2.231
2026-05-20 01:19:34,Boat-1,Apex Wave Racing,1,Upwind,24.418,16.503,15.255,47.481,223.744,17.419,354.841,18.459,75.142,-224.817,1924.288,none,starboard,2.339
2026-05-20 01:19:36,Boat-1,Apex Wave Racing,1,Upwind,22.822,16.766,15.495,42.725,224.153,16.345,355.84,16.206,75.902,-226.21,1945.603,none,starboard,2.541
2026-05-20 01:19:38,Boat-1,Apex Wave Racing,1,Upwind,24.313,17.318,16.109,44.579,223.109,16.109,355.696,14.677,75.286,-227.533,1961.638,none,starboard,2.425
2026-05-20 01:19:40,Boat-1,Apex Wave Racing,1,Upwind,23.567,14.863,15.338,50.901,222.519,16.132,355.307,16.585,74.271,-228.79,1979.88,none,starboard,2.358
2026-05-20 01:19:42,Boat-1,Apex Wave Racing,1,Upwind,24.058,17.197,15.732,44.373,223.118,17.719,356.68,14.729,77.362,-229.984,1991.488,none,starboard,2.157
2026-05-20 01:19:44,Boat-1,Apex Wave Racing,1,Upwind,22.668,13.414,14.26,53.718,221.343,16.429,357.953,14.865,77.167,-231.119,2020.036,none,starboard,2.121
2026-05-20 01:19:46,Boat-1,Apex Wave Racing,1,Upwind,24.607,16.717,16.218,47.208,221.948,16.218,355.893,15.35,79.953,-232.201,2053.531,none,starboard,2.45
2026-05-20 01:19:48,Boat-1,Apex Wave Racing,1,Upwind,24.376,17.949,16.246,42.581,221.227,17.18,353.435,15.419,75.93,-233.233,2049.477,none,starboard,2.359
2026-05-20 01:19:50,Boat-1,Apex Wave Racing,1,Upwind,23.779,16.402,15.014,46.387,220.676,15.704,356.962,13.76,77.384,-234.221,2071.085,none,starboard,2.395
2026-05-20 01:19:52,Boat-1,Apex Wave Racing,1,Upwind,24.315,16.224,15.669,48.146,222.23,16.772,356.778,14.624,77.511,-235.169,2085.952,none,starboard,2.466
2026-05-20 01:19:54,Boat-1,Apex Wave Racing,1,Upwind,23.685,17.202,15.396,43.426,222.062,15.442,357.979,15.406,76.507,-236.082,2104.147,none,starboard,2.226
2026-05-20 01:19:56,Boat-1,Apex Wave Racing,1,Upwind,23.904,17.444,15.663,43.136,222.536,16.172,357.205,14.964,78.244,-236.966,2136.862,none,starboard,2.044
2026-05-20 01:19:58,Boat-1,Apex Wave Racing,1,Upwind,23.864,17.735,14.979,41.996,222.393,16.306,355.75,15.676,78.194,-237.824,2139.827,none,starboard,2.197
2026-05-20 01:20:00,Boat-1,Apex Wave Racing,1,Upwind,23.533,17.077,15.91,43.477,222.046,17.885,356.885,14.185,77.572,-238.663,2159.707,none,starboard,2.732
2026-05-20 01:20:02,Boat-1,Apex Wave Racing,1,Upwind,24.847,18.239,15.999,42.773,222.566,18.001,357.315,16.057,76.594,-239.488,2170.4,none,starboard,2.414
2026-05-20 01:20:04,Boat-1,Apex Wave Racing,1,Upwind,24.791,17.846,14.857,43.958,221.861,16.309,358.077,14.254,76.25,-240.304,2194.697,none,starboard,2.18
2026-05-20 01:20:06,Boat-1,Apex Wave Racing,2,Downwind,25.724,-22.245,16.239,149.853,223.17,17.779,169.697,8.226,60.978,-243.123,2194.341,none,starboard,2.537
2026-05-20 01:20:08,Boat-1,Apex Wave Racing,2,Downwind,26.061,-24.358,15.768,159.174,223.385,16.652,167.855,8.576,60.633,-239.382,2173.758,none,starboard,2.428
2026-05-20 01:20:10,Boat-1,Apex Wave Racing,2,Downwind,26.462,-22.477,15.837,148.146,221.808,17.145,164.191,10.37,61.962,-235.634,2159.541,none,starboard,2.676
2026-05-20 01:20:12,Boat-1,Apex Wave Racing,2,Downwind,25.925,-22.877,15.483,151.937,222.533,16.373,169.595,10.101,60.999,-231.883,2147.275,none,starboard,2.406
2026-05-20 01:20:14,Boat-1,Apex Wave Racing,2,Downwind,25.611,-21.807,15.225,148.373,222.611,16.431,171.817,10.114,59.77,-228.13,2118.675,none,starboard,2.383
2026-05-20 01:20:16,Boat-1,Apex Wave Racing,2,Downwind,25.689,-23.646,15.483,156.995,221.311,16.19,166.945,8.056,61.129,-224.377,2095.079,none,starboard,2.464
2026-05-20 01:20:18,Boat-1,Apex Wave Racing,2,Downwind,26.234,-23.567,16.363,153.939,222.773,17.56,166.721,9.063,62.404,-220.626,2086.314,none,starboard,2.62
2026-05-20 01:20:20,Boat-1,Apex Wave Racing,2,Downwind,25.868,-22.083,15.864,148.617,221.116,17.48,169.464,9.143,61.449,-216.88,2063.311,none,starboard,2.623
2026-05-20 01:20:22,Boat-1,Apex Wave Racing,2,Downwind,25.849,-22.963,14.99,152.666,221.234,17.078,168.474,8.939,59.218,-213.14,2046.062,none,starboard,2.387
2026-05-20 01:20:24,Boat-1,Apex Wave Racing,2,Downwind,25.579,-22.543,15.992,151.8,223.008,16.147,159.654,11.247,63.452,-209.408,2026.669,none,starboard,2.355
2026-05-20 01:20:26,Boat-1,Apex Wave Racing,2,Downwind,26.498,-22.753,15.203,149.167,222.768,16.647,171.633,7.658,56.997,-205.686,2025.961,none,starboard,2.381
2026-05-20 01:20:28,Boat-1,Apex Wave Racing,2,Downwind,25.41,-22.74,15.048,153.501,220.728,16.354,172.372,8.839,60.871,-201.976,1976.141,none,starboard,2.433
2026-05-20 01:20:30,Boat-1,Apex Wave Racing,2,Downwind,25.85,-22.876,15.377,152.247,220.747,17.387,160.839,10.385,60.624,-198.28,1970.664,none,starboard,2.689
2026-05-20 01:20:32,Boat-1,Apex Wave Racing,2,Downwind,26.142,-23.008,15.436,151.657,220.79,16.675,169.506,7.755,61.94,-194.601,1954.914,none,starboard,2.36
2026-05-20 01:20:34,Boat-1,Apex Wave Racing,2,Downwind,27.088,-23.641,15.674,150.781,222.101,15.674,166.557,8.647,62.678,-190.938,1931.029,none,starboard,2.535
2026-05-20 01:20:36,Boat-1,Apex Wave Racing,2,Downwind,25.973,-23.015,15.415,152.389,220.044,15.574,164.232,8.633,63.6,-187.296,1924.353,none,starboard,2.447
2026-05-20 01:20:38,Boat-1,Apex Wave Racing,2,Downwind,26.035,-22.924,16.009,151.704,221.544,16.541,170.58,8.994,60.562,-183.674,1905.304,none,starboard,2.62
2026-05-20 01:20:40,Boat-1,Apex Wave Racing,2,Downwind,26.07,-22.829,15.826,151.125,222.044,17.453,170.838,7.668,62.743,-180.076,1880.834,none,starboard,2.197
2026-05-20 01:20:42,Boat-1,Apex Wave Racing,2,Downwind,26.781,-22.894,14.553,148.744,221.334,14.922,169.2,10.049,61.888,-176.502,1860.831,none,starboard,2.226
2026-05-20 01:20:44,Boat-1,Apex Wave Racing,2,Downwind,25.004,-22.962,15.45,156.682,222.86,17.102,168.807,9.485,58.78,-172.953,1843.499,none,starboard,2.413
2026-05-20 01:20:46,Boat-1,Apex Wave Racing,2,Downwind,25.74,-21.673,15.058,147.352,221.431,17.105,169.168,10.074,64.862,-169.433,1825.107,none,starboard,2.227
2026-05-20 01:20:48,Boat-1,Apex Wave Racing,2,Downwind,27.312,-24.199,14.557,152.378,221.379,15.787,169.486,8.293,59.11,-165.941,1806.849,none,starboard,2.152
2026-05-20 01:20:50,Boat-1,Apex Wave Racing,2,Downwind,26.59,-22.989,15.531,149.835,220.25,17.309,168.724,9.453,62.415,-162.479,1787.638,none,starboard,2.12
2026-05-20 01:20:52,Boat-1,Apex Wave Racing,2,Downwind,25.791,-23.725,15.365,156.906,222.441,16.074,167.298,7.902,62.34,-159.048,1772.279,none,starboard,2.224
2026-05-20 01:20:54,Boat-1,Apex Wave Racing,2,Downwind,26.196,-22.18,15.054,147.852,220.347,16.088,171.857,9.193,62.099,-155.65,1757.341,none,starboard,2.3
2026-05-20 01:20:56,Boat-1,Apex Wave Racing,2,Downwind,26.393,-22.485,15.682,148.424,221.489,15.982,172.299,11.633,60.884,-152.286,1725.014,none,starboard,2.295
2026-05-20 01:20:58,Boat-1,Apex Wave Racing,2,Downwind,26.613,-22.476,15.166,147.626,220.916,15.166,170.713,9.639,63.053,-148.955,1707.829,none,starboard,2.541
2026-05-20 01:21:00,Boat-1,Apex Wave Racing,2,Downwind,27.031,-23.872,15.091,152.023,219.782,16.677,164.395,8.004,58.983,-145.66,1684.501,none,starboard,2.365
2026-05-20 01:21:02,Boat-1,Apex Wave Racing,2,Downwind,26.328,-21.893,14.943,146.255,220.36,15.974,164.193,9.833,61.502,-142.401,1684.362,none,starboard,2.291
2026-05-20 01:21:04,Boat-1,Apex Wave Racing,2,Downwind,26.031,-22.382,15.521,149.297,222.531,15.65,170.766,8.058,60.742,-139.179,1661.607,none,starboard,2.267
2026-05-20 01:21:06,Boat-1,Apex Wave Racing,2,Downwind,26.598,-21.41,15.485,143.606,221.174,16.046,172.583,8.666,60.544,-135.994,1644.949,none,starboard,2.428
